scenario,month,inflow,outflow
244,7,12761.284706863416,9336.093315698305
244,8,11283.782807323669,11440.924527014959
244,9,13933.645308210846,10741.422090135797
244,10,11638.040592830504,9012.551561931623
244,11,12268.689623936627,10252.884844647135
245,0,11675.353261711114,9334.097305969233
245,1,11563.051759781752,9484.129866502884
245,2,16407.60207664551,9216.923292551572
245,3,15579.563120343313,9774.711375635241
245,4,10108.064090265696,9417.556262795606
245,5,13879.724792591482,9935.554918683429
245,6,12059.191444933873,9054.130860744512
245,7,14501.166952730515,7238.46249580863
245,8,16457.43006972644,8739.610848670574
245,9,10739.543729665158,9776.709327106575
245,10,15133.040134208102,7592.4860515371465
245,11,9633.086502919648,12207.974981128082
246,0,13548.1611231108,9173.697867649158
246,1,12037.416095833018,10570.236470406302
246,2,14843.896013812167,10452.45521866871
246,3,18165.782701940552,9016.634430395685
246,4,11883.62580852064,8368.165012923426
246,5,11387.927526259036,10597.247849154985
246,6,14968.003271445736,9567.804585520644
246,7,6537.058607500286,10232.51543938071
246,8,16611.98166146969,9649.209713659588
246,9,14299.19975518477,9832.28204050049
246,10,15096.956977339476,8704.320465042856
246,11,18334.57769005114,9729.255132872331
247,0,11325.21884273265,7798.699820713026
247,1,14954.287546590074,9903.59998217303
247,2,16106.699331028818,11709.234156224906
247,3,15455.34264050072,9964.261813670535
247,4,17256.065307537796,9589.664881640261
247,5,14732.14954301669,10607.848838980786
247,6,12699.218161397852,10062.143200745802
247,7,13464.10144281784,9253.55345352523
247,8,17187.808684819058,10437.954745607542
247,9,15519.291355004061,9143.179637833535
247,10,14602.752002954296,10644.861915899954
247,11,9223.960031748617,9736.997573149256
248,0,9277.61809304989,9950.358723955807
248,1,11918.133641683251,9953.89101937296
248,2,12814.96507849071,9146.938914342196
248,3,13953.208731180723,11383.635179049059
248,4,12609.158077200163,8805.184362292937
248,5,16171.707152378867,8796.800953184471
248,6,16680.12344786549,10821.720779503443
248,7,14218.723985973174,11020.529856286348
248,8,14942.708933550995,8497.54176060217
248,9,14192.863421980273,9979.165294010229
248,10,11164.3031916115,10376.224802497582
248,11,12634.92342805315,10674.995576983063
249,0,15653.304412633119,8206.926424480429
249,1,7031.030032810173,11971.412795739081
249,2,11830.77783673276,10400.484265379744
249,3,10639.104491984555,9165.960571942553
249,4,10908.503536276292,9198.505331758024
249,5,5995.115781170786,11587.729808978751
249,6,17607.110773804354,9142.109383857742
249,7,13910.129741651048,9941.50751053925
249,8,14589.909654764344,10141.522637197337
249,9,10413.419539429295,9633.775458979848
249,10,15417.09778037024,10049.764614651684
249,11,16215.453105786453,10685.382375216515
250,0,8990.778848370088,10123.554852195199
250,1,13462.359129739412,9930.387748897301
250,2,9802.04611799215,11164.477222117614
250,3,11503.738858103367,8351.2124703634
250,4,14948.001012032973,10469.79983021277
250,5,13100.282072504044,8523.659043495018
250,6,10998.765492026138,10735.464187192621
250,7,9225.522340865647,9165.422662553545
250,8,7966.992006537992,10063.427958326218
250,9,13871.80143465863,8694.419041594654
250,10,14612.992929669548,10948.24739254803
250,11,8846.798021571904,9993.424896104649
251,0,11873.357143753405,10169.750155158668
251,1,11268.091428913935,11089.057921956211
251,2,10915.017821906078,10667.25054677456
251,3,12859.813584473797,11641.36453576242
251,4,15674.980871432548,8685.42367349738
251,5,17172.4890011635,10242.509463785193
251,6,10849.718621954258,10659.625526283104
251,7,18708.952514569486,11082.391767858082
251,8,10847.369218761645,11827.59599787967
251,9,15790.095652870357,10153.055429992957
251,10,13896.166389370532,8925.745080603534
251,11,18862.045779907297,11812.399558000137
252,0,10763.19556212695,9722.54696347472
252,1,12967.979244923326,10144.653359047406
252,2,15486.363955498804,8671.40731461803
252,3,15834.959831376666,8963.825578330767
252,4,13362.81400798519,9456.758878652545
252,5,13536.308800086805,9164.940301078419
252,6,7510.784331276457,11026.715937428642
252,7,18732.41489357982,8797.025938040808
252,8,14772.802965329474,8417.454890438772
252,9,15573.81466460516,10934.701036689732
252,10,13537.493001018414,9900.544111530393
252,11,14749.175500584362,8304.85449233625
253,0,11281.63466328686,8924.766306726244
253,1,14029.888559437228,7796.069845948394
253,2,9907.882413777736,8876.570795651125
253,3,13255.136221499317,11901.914518305255
253,4,15426.388881945602,7922.844122203993
253,5,10682.916443397218,9682.739136229646
253,6,9558.343400151949,11078.066055040548
253,7,13264.2426862953,9522.43246543167
253,8,12547.82905985152,8047.038339514005
253,9,15325.7203083338,13416.414303911615
253,10,16441.99591181917,10306.943364192102
253,11,16220.322287478975,8949.01537610102
254,0,9555.742483482929,9609.105898228107
254,1,16101.306430015407,9070.989970774297
254,2,19344.96344448698,8185.975755543965
254,3,10333.135529166968,10110.902574099928
254,4,13705.098968307611,7858.72758726554
254,5,15410.620316885972,9005.590747648343
254,6,14265.915821786126,10930.961543371508
254,7,12352.715717584379,8365.824014770473
254,8,9766.068258074607,9462.003452214822
254,9,16015.87985360268,9077.394838917622
254,10,9362.017431369524,8498.219878868009
254,11,13088.515404910651,10062.37403112721
255,0,14893.339963753848,10114.261473508994
255,1,13378.506069463687,10212.612488176606
255,2,9949.739445050636,8696.15752250426
255,3,14112.243152304854,11646.884794112677
255,4,10946.450449771351,9150.300480734484
255,5,11102.573420587853,9935.893297096489
255,6,15245.520556171508,7551.830746534372
255,7,10836.072177170769,8466.35335058896
255,8,12516.792089963537,10718.149351824573
255,9,9766.514833425743,6549.774456080824
255,10,12864.90618567392,9867.031921872154
255,11,12988.45520125327,7605.782219001584
256,0,14538.429391236585,9002.93981128813
256,1,13122.811886352749,7602.007119453502
256,2,11233.013876035824,10006.276301752907
256,3,11598.224376556396,9487.62202501729
256,4,14854.256832080076,9759.110125669098
256,5,11771.1106831525,9260.797565334107
256,6,14906.833918358592,11356.094678798947
256,7,10265.532970784603,10465.477350851004
256,8,17835.596673184034,8007.246893462458
256,9,17458.36440644533,11379.200870650684
256,10,15898.529055306464,9520.129147857338
256,11,13881.380218768529,8489.060143682022
257,0,13929.578755930976,9267.257933781528
257,1,14345.073620001775,7779.687438884352
257,2,7585.6731917048555,7944.0130603108155
257,3,15269.758179708728,10940.049464667441
257,4,12927.223176558082,8027.992398033797
257,5,13639.320587089012,6937.718744611784
257,6,14140.709572073796,9885.218159343867
257,7,13139.108822076765,9555.376517223516
257,8,17752.655856920366,10432.284007736907
257,9,9145.668685101997,9684.958655665847
257,10,16666.46120991147,11152.614060253476
257,11,17377.580084820118,9518.09205071963
258,0,10584.380709712743,10659.55261244986
258,1,9648.62658814247,9464.563030733538
258,2,10899.077150997024,9457.688897125874
258,3,11046.077017746105,7670.515859759194
258,4,12147.834142596264,9276.605242550615
258,5,12383.58944974542,9785.54029262018
258,6,14054.588721234675,9464.60441140984
258,7,14381.335497991142,10459.834052464028
258,8,9931.43670536641,11599.957134622271
258,9,14368.448796613986,8174.776808253231
258,10,13114.732965561036,10809.304979691235
258,11,16452.75776531323,9569.509563798976
259,0,10442.146980278845,10858.07090296207
259,1,10798.811273649537,7593.1480358606095
259,2,17280.641009192143,10303.064909262586
259,3,11242.799169414558,9767.335744339794
259,4,10093.673095574126,10911.027071022665
259,5,15730.128640671193,10094.255756239727
259,6,9781.901723969691,9272.832171496466
259,7,16997.09943983405,10428.827652834523
259,8,16389.527968779566,8763.932030065545
259,9,13544.550926867583,9696.637638681847
259,10,12095.993013230045,7893.074268785647
259,11,14170.399461803396,10683.133601669404
260,0,11771.27565873769,9597.442150810555
260,1,10565.116808328341,9590.699732699342
260,2,14421.66065340706,11719.308213894878
260,3,12747.495964562242,9237.020157870224
260,4,14203.90846185688,8690.87214734259
260,5,16563.15950463817,10680.239605574225
260,6,17847.912487480084,10723.134335623863
260,7,12428.554735134443,10832.978884323806
260,8,6573.003484311989,9773.088699350375
260,9,13966.067947205353,10297.701952947245
260,10,12802.033725358138,10291.76123853111
260,11,20593.151741540583,10051.542063935307
261,0,10202.336434707222,7493.052794412146
261,1,11014.038218475687,8967.026869383499
261,2,7914.177736243084,9149.489779613257
261,3,15012.203900041985,9903.866173540706
261,4,12002.459412451179,8823.364078623237
261,5,12313.601618941737,9019.595086961077
261,6,13336.62600815667,8494.354726663067
261,7,15910.186745299266,8183.290330873186
261,8,19124.875885277095,9623.627490500225
261,9,12986.143298932753,12179.80703647439
261,10,10322.322335318499,8124.078128530705
261,11,19018.36624478967,10282.170299128164
262,0,7738.147938301429,10558.97266029758
262,1,13839.607719353495,9340.838898785983
262,2,10016.88224142949,8462.795986352723
262,3,14377.711728175651,9627.584917014825
262,4,14304.454970154555,8465.592128885746
262,5,18040.181387887023,9339.944117283778
262,6,9542.36930325842,10435.038053287979
262,7,9986.659708627947,10838.477662887557
262,8,12446.82647647302,9277.80247330273
262,9,14156.125097666865,11402.553687093588
262,10,20554.16934121833,8218.006039928034
262,11,17975.3360694247,11621.020037460952
263,0,7224.307239400497,8454.46335140859
263,1,13639.126796669832,10334.691470240767
263,2,9968.176365835752,10319.238306273553
263,3,12161.20752748587,10215.324969543446
263,4,11332.571930385746,9460.218087153648
263,5,11184.250351738012,10760.439644623762
263,6,11351.080975952116,10714.12588472259
263,7,13529.232461431264,8740.447412332836
263,8,10673.62705341743,9516.056506169843
263,9,8404.985929047642,10743.490089799849
263,10,13720.453069122696,11224.961641779739
263,11,15272.172055334027,11695.247650115012
264,0,13996.653448069543,9101.457593323099
264,1,14054.401962523621,8897.941696717111
264,2,10603.836076013276,10048.506050428121
264,3,15704.940432182462,9946.603677519954
264,4,15295.465997217972,10659.4707538507
264,5,16853.572656063017,8584.866869110898
264,6,14049.502286420624,11265.892497335577
264,7,14688.075929486482,9849.623395523526
264,8,10017.634751798007,9347.985393584555
264,9,8778.701802248992,9892.350004280215
264,10,15431.928382843853,9286.366893532613
264,11,14472.227731590663,8871.148755619153
265,0,16288.158853539724,10769.971789824867
265,1,14985.876644651886,9392.29741291255
265,2,15978.904173484963,9162.27361909277
265,3,11448.773238613225,9087.169083430537
265,4,13847.973604739573,7871.604119380041
265,5,14678.69877863932,11165.147810497427
265,6,14956.648424483175,9837.74001513376
265,7,14282.002612811775,7864.868161882258
265,8,11233.613015650442,11622.253623282602
265,9,12313.88987377568,7415.987108062891
265,10,12558.593195484986,8983.365694275768
265,11,12130.426655751828,11752.031302313462
266,0,10983.419460918863,11153.2217629136
266,1,14562.799745713934,10638.364263046784
266,2,15393.143297217222,9488.1769727699
266,3,13429.096486582197,8780.55235973767
266,4,13930.030868248732,8023.958792356492
266,5,14269.235550933397,8605.528092055225
266,6,12561.367688417196,12724.526649667227
266,7,15366.82879380458,9726.89567021361
266,8,16243.057494463359,11137.472665140605
266,9,14901.375376664195,7855.962361324725
266,10,8762.859045916633,10607.640804369958
266,11,14232.715190939352,8095.519741361491
267,0,12058.199997264734,10140.331504790494
267,1,10859.01628669823,8791.799441643752
267,2,13069.368895865418,9728.375792206632
267,3,14749.395498692054,8133.183223570371
267,4,11141.607753438559,7892.320333905955
267,5,10192.765538170741,10877.750412786023
267,6,13554.444704876323,10161.92676828893
267,7,13299.13827783042,7749.713738044747
267,8,12156.237642043037,9461.169491482553
267,9,10590.703495115302,6856.170683942888
267,10,13799.996073008113,10548.19182356586
267,11,14423.588194688504,9416.457557402337
268,0,8108.019636896878,9890.869479974297
268,1,12884.352750199383,10712.220899446093
268,2,13102.097266945166,9762.210830527336
268,3,11558.68604535922,12662.681242105227
268,4,16992.650095567056,9884.67295625928
268,5,13508.102214750976,10281.422970773296
268,6,16086.74824469684,9184.8049971556
268,7,15919.106474091479,9981.89450464263
268,8,15162.2835368514,8697.819662077665
268,9,13910.826144067834,11083.430998053234
268,10,7259.733072215343,8930.783928368988
268,11,12927.564685570387,9277.41266952281
269,0,12384.088149083373,9954.012638467637
269,1,15609.891469057635,10356.856081535661
269,2,17319.807736771116,8898.868021127633
269,3,10441.470857920038,10200.538959351286
269,4,11476.676563359004,10363.866535019974
269,5,15413.611153458329,9756.982241602931
269,6,14529.974069365282,10285.486874463422
269,7,11547.673671784534,10841.009055761479
269,8,10956.124898974547,10428.001248464672
269,9,12411.999484525595,7145.004278236873
269,10,15712.251945127624,10513.215575223132
269,11,16194.034506050984,11206.426194897624
270,0,17107.321702563942,11841.034955196166
270,1,12496.671800126838,12331.14914109901
270,2,14320.683901826726,6982.714375939237
270,3,11258.884071910054,9044.570741913325
270,4,16861.409039361897,11066.462911888793
270,5,13862.473500584238,10637.550492990484
270,6,13749.100052587966,12044.720885168368
270,7,13435.250567982717,9511.391534447932
270,8,13234.469930298488,9585.521132125123
270,9,13798.322741961185,10202.256986658926
270,10,10673.725186873655,10247.764628386962
270,11,8793.703194704267,7211.486073087752
271,0,15424.056001139044,10214.458017232773
271,1,13881.494714537082,8030.255060698682
271,2,6460.312149164809,10366.405833401535
271,3,14186.572171419777,8671.644966047359
271,4,15182.097165940577,9470.781176815848
271,5,10424.09786110261,9749.658854910209
271,6,13247.609494645465,8952.802758269834
271,7,10977.430318697308,9692.768836432038
271,8,13322.114351963266,8247.68643617856
271,9,15971.785544397806,10388.948810276168
271,10,10749.251730684959,9434.603403518884
271,11,15067.825986754091,8998.78984656202
272,0,12990.963944780256,10061.23936962946
272,1,7290.635893457168,9326.365364643232
272,2,13359.990698271275,9943.28790458385
272,3,13128.032916077747,9721.955224770158
272,4,16897.593373082655,10257.040353598743
272,5,13482.215559840877,10028.491060878987
272,6,10949.43118979823,10219.904595920812
272,7,13045.78632741469,10087.530483668532
272,8,17297.826744662685,9945.816665049966
272,9,16564.7292584998,11929.72638935849
272,10,11026.647688838262,9758.287238587069
272,11,14895.184336116004,10515.677492206492
273,0,14241.701232555743,10791.160732029684
273,1,10602.151871782076,10783.867802217803
273,2,16366.79780110303,8471.178050923152
273,3,11785.642854192423,11634.786513133451
273,4,10470.114268259527,9173.765749704831
273,5,10924.269324181634,10569.654957112085
273,6,15431.677986505218,10656.44925460168
273,7,11754.212548247817,9177.063128457634
273,8,15508.795546761397,8900.413416965755
273,9,12923.846032866875,11728.363991736827
273,10,11286.827367244454,9154.001084451591
273,11,9962.480890002109,10796.47373842365
274,0,12563.929809868538,8633.912873476063
274,1,13250.054560054023,10586.81462864933
274,2,12374.415381766334,8958.162127173824
274,3,11736.236201045853,9740.847379819776
274,4,9521.713301844213,7554.449193261829
274,5,8886.432147270792,8101.650066269043
274,6,10552.17549322098,9579.18553557044
274,7,11508.115760175331,9951.6263499079
274,8,17106.227082126352,10717.943877489324
274,9,15659.595497121154,8758.02757649773
274,10,13734.556208197426,10443.045877257035
274,11,15971.15180208262,8168.524916214485
275,0,11956.870455988379,11333.378581626137
275,1,15015.376820914998,8542.740775996248
275,2,12400.871050207217,8688.321840458178
275,3,12787.645109861645,10884.893500080394
275,4,16504.426198829984,9051.06481199347
275,5,16722.652793511217,10395.830305532214
275,6,18292.642347827885,10348.188663548797
275,7,13416.523977834166,7951.0139826521545
275,8,18088.546137899877,8172.305969916325
275,9,12760.347748555145,9148.028872086725
275,10,15383.311216071415,10328.42909106828
275,11,10081.240977751058,9542.05450377381
276,0,13271.439231701444,11247.208467028375
276,1,14067.007334951262,10948.387124838377
276,2,15176.909744129327,9745.78001097669
276,3,14379.83691492247,9051.514619890362
276,4,15188.606623819815,10067.084391383454
276,5,17477.476641242065,9435.417805633078
276,6,13191.786102879269,8011.155792487561
276,7,13755.087238978589,8026.359016286806
276,8,16735.766989962412,9762.023636904409
276,9,13974.890105165741,9187.963720589018
276,10,11208.085427319735,10006.897143335613
276,11,11553.212773755156,10359.054729272004
277,0,13813.403054143333,10894.613304362923
277,1,12334.187856461378,9181.281951924726
277,2,14584.404864379962,12473.397697234535
277,3,9462.80154704839,8498.410746523596
277,4,11136.21165537952,9946.523037775742
277,5,10229.559850703366,8957.301470390932
277,6,9265.934594698076,9468.958524556703
277,7,15837.687142696741,8201.032830213084
277,8,15548.170413719596,7950.546870149394
277,9,19663.96533894592,9043.440031039263
277,10,11788.857759717204,12768.757708739951
277,11,17645.577169054402,10262.36864238431
278,0,18800.19622291296,8134.966851361804
278,1,14604.336499187804,9403.073674966301
278,2,14274.707423010943,10698.21828129043
278,3,8998.248222356662,9299.334494302575
278,4,11344.643238370627,9748.536887777012
278,5,13275.093682322162,7572.131505249388
278,6,14668.17594869805,11063.177695615363
278,7,16962.03589791945,8325.584524443886
278,8,14552.767165618972,6912.823074993154
278,9,15095.281374264756,8521.503652995636
278,10,12764.58083035828,10702.626642416042
278,11,13015.4995818878,9954.42157313808
279,0,12274.220605002205,10348.746584399554
279,1,12986.151507154966,10704.2488556685
279,2,14685.425195954156,7310.2306506957575
279,3,13675.821017898572,9622.147567618531
279,4,12393.015528241882,10649.544828478007
279,5,14898.484146291888,9188.48900318499
279,6,14672.030972655024,8905.518540012594
279,7,15503.543132454044,10772.327371542551
279,8,8536.62474590215,10143.328824774377
279,9,12197.738756224893,8721.248068451743
279,10,12934.997979235464,10616.43962626338
279,11,18039.982426611543,8517.422339340053
280,0,12455.48848514333,11042.401413384388
280,1,13940.848561831886,8967.693235131825
280,2,12159.480160537556,11410.91886361882
280,3,14221.270665165719,10346.843036152692
280,4,10201.027183258253,9924.872089383261
280,5,15275.522836168098,7131.588158699685
280,6,12686.333552173885,9687.658664564353
280,7,15384.883091660908,9260.227801620982
280,8,14795.651300688165,11354.311583012717
280,9,12932.286923245449,10262.684271862427
280,10,11189.603833557898,11153.704060722746
280,11,16570.48410523214,11288.637849515715
281,0,8994.958068419694,8997.593370681529
281,1,10976.972816928002,11360.82797057332
281,2,15177.437021584594,10950.124911471648
281,3,11776.84354223231,8869.126357343852
281,4,11977.394212087627,10272.693571776488
281,5,14803.742135940904,9728.578766974588
281,6,12785.912625099876,9857.02167934341
281,7,11165.996603899044,10656.861763166642
281,8,16921.599636498424,9022.931903815717
281,9,17976.509582916864,7972.380414045887
281,10,13697.203635712582,7136.7035607963535
281,11,15065.629004126571,10773.309746650728
282,0,8013.251081734697,9239.987430572575
282,1,9545.954741376376,9485.943876503938
282,2,11839.415008410757,11111.136832135622
282,3,10978.86605803982,10787.587761850966
282,4,9797.95614906318,11687.857737260645
282,5,13439.118895683014,11907.030453644304
282,6,11501.081490240922,9358.291184398702
282,7,8486.904295145889,11621.601975725596
282,8,11915.183897191513,10351.154697118649
282,9,13375.725967090122,10651.95379375346
282,10,12416.889806183839,10705.24457013256
282,11,19105.59253781679,8253.515378179407
283,0,10334.111614740585,11057.537240521291
283,1,10092.785153334915,8873.509723035371
283,2,16031.784457853204,8365.315457756173
283,3,18339.42746005094,10306.993885714615
283,4,11544.45271764257,8730.796449237603
283,5,11674.54351895979,11761.273109810114
283,6,12183.422448691243,12144.580120052655
283,7,13688.393298108034,7874.062222704819
283,8,13776.930629827213,11712.672311142276
283,9,13169.575314117968,10124.493951143355
283,10,15390.414264390995,8538.91757720182
283,11,13256.955917554844,10255.76563852107
284,0,14899.114444295335,11512.442102815723
284,1,15500.610718769645,7251.131475294914
284,2,13771.970928501376,12267.429147735467
284,3,15850.490257731375,7783.882624543063
284,4,11840.958120184943,9794.53505819589
284,5,8907.53827405037,10191.439402112606
284,6,14356.988551355116,8472.4461245411
284,7,15505.57548268931,8095.900005384354
284,8,11109.06790190418,8813.686789929357
284,9,11718.523098373646,8775.99754615199
284,10,12388.198137110967,9285.747141823398
284,11,13211.500354930266,8966.239532551557
285,0,13245.5768939903,8999.538344439361
285,1,9137.11429765678,11676.282089287117
285,2,11749.8193515878,9943.563377198909
285,3,8103.793103631662,10374.033912981691
285,4,15588.850320602955,10822.613286793414
285,5,11042.680988226439,9002.613307373087
285,6,14960.272602375007,9155.101891007736
285,7,12164.273666385208,9774.69292458154
285,8,10856.73333166052,9104.730319315322
285,9,17380.769534341063,9583.03677731193
285,10,16271.66053928575,7594.196846117726
285,11,11281.891027867847,9181.176458395214
286,0,14123.8265770991,9504.160653641396
286,1,14555.842458889912,10289.746127639051
286,2,8624.476013375923,9593.032737689718
286,3,16338.276251269714,10966.096960235238
286,4,12511.113341025406,8938.03516823507
286,5,14388.059294585146,9193.035673915114
286,6,15744.545753167027,8529.771109209167
286,7,16246.018242163158,10324.430284238471
286,8,17264.174017447156,8432.314297592602
286,9,13343.582291724539,12568.700880318933
286,10,10647.896314481974,8249.658324835953
286,11,14115.99592430024,8812.980860573032
287,0,16420.867196172447,9246.334639788298
287,1,13750.680852595111,9302.258600073901
287,2,11232.946345444036,8670.774487692946
287,3,13152.757065254302,11560.261454482556
287,4,14195.933493227983,8996.073694539064
287,5,10508.657340477137,9986.514808924154
287,6,9893.686536630696,7459.961079928333
287,7,15137.872687363291,9861.652176616832
287,8,13470.265356106256,8340.898115207525
287,9,14515.554162758324,10208.938843980242
287,10,14680.678958812588,8128.587017888958
287,11,10757.676405069507,8740.857848746262
288,0,11965.702928101717,9903.92499380904
288,1,11368.181388653942,9410.317359448858
288,2,14038.959941469848,9195.88766814073
288,3,11761.043804042454,9350.39103502168
288,4,14280.713807052784,8686.829944418698
288,5,13997.963785172198,10071.789601832967
288,6,12251.077329070169,9217.708017650166
288,7,11433.999824706694,10823.92057929817
288,8,9008.806113728466,11581.921497392423
288,9,16052.452250572192,8603.804877253686
288,10,8273.426054585687,9162.263573684444
288,11,11400.21393472123,9471.38842773813
289,0,12013.491382613445,9612.121887458434
289,1,14054.904483855631,8190.803572509702
289,2,15879.419237050779,8769.987546403314
289,3,13085.128210655119,9713.584883045123
289,4,13420.031903183042,8362.240583544732
289,5,14118.014924939891,8611.509964301596
289,6,14437.834235861954,11639.803638699315
289,7,14442.218776446845,8651.08595942301
289,8,16276.524580862646,8133.968665247571
289,9,9590.651046381208,9743.382930060267
289,10,12411.149678521435,9770.206850255709
289,11,13142.769012891868,9536.448814838455
290,0,11600.018750490663,10616.777134171862
290,1,10871.1676748105,10617.395738506468
290,2,12965.686932073446,6990.64130646869
290,3,14733.931493988213,9872.812943585086
290,4,11761.135413749842,9976.215356021814
290,5,12900.97726165064,10101.109800651293
290,6,13105.477971826116,7077.929596578231
290,7,13080.118304461434,9966.861488257291
290,8,15088.039609220197,8887.078252612235
290,9,11332.31120977223,9707.589075312308
290,10,17581.54712331902,7498.353875498182
290,11,11531.830290076296,11197.90654529142
291,0,12891.844626387305,10821.438757332748
291,1,10302.843523536485,10062.539250185744
291,2,13877.053305336378,9327.456519750694
291,3,16566.484556091575,10570.203607307358
291,4,11309.665409214324,9363.200655205863
291,5,14263.111318606178,9217.115373561377
291,6,12431.289471773294,10038.682445206268
291,7,11777.400929765981,7829.7752457130855
291,8,14303.321395043069,8367.873259845663
291,9,11106.323561140322,10726.227714204273
291,10,11403.769168193456,10165.924564680128
291,11,13632.095583465594,9889.192477599949
292,0,12461.424811304274,10679.695888342423
292,1,14464.09515511568,11007.672408696784
292,2,16097.70170690914,9947.44515953801
292,3,18002.453011393896,9365.10037750228
292,4,16056.368910414556,8982.745246981447
292,5,11245.056152615829,9351.033128895444
292,6,14174.577844881234,11182.768770475821
292,7,13610.919842711319,8205.062020514015
292,8,12251.912423795684,9199.798895773232
292,9,17199.980649454377,11147.971599519042
292,10,11132.753064585379,9232.42416551011
292,11,16072.955489569373,9183.822666700966
293,0,12612.775754931963,9958.08193579264
293,1,15447.810224916966,10741.530993892684
293,2,14309.457446950906,8840.754813088146
293,3,11947.20769269102,9688.952273136167
293,4,14255.551514913026,11026.090358346057
293,5,12125.593599704891,10821.668660756724
293,6,11731.484225428107,9741.614344134343
293,7,19148.585468666868,11031.62400608094
293,8,14639.372300236022,8973.444071910999
293,9,9866.568384429072,9623.38161685185
293,10,15973.016426335904,8804.453315484527
293,11,11125.980856235896,8287.888630445294
294,0,11285.568141164338,7873.900131228044
294,1,11843.205879924257,8671.78354673374
294,2,11559.580595358835,8514.163957048118
294,3,10928.027459454202,11890.875590823915
294,4,9238.232337981823,10193.749549287943
294,5,15339.766985294049,10296.731998401207
294,6,16349.548085624481,12309.402401788302
294,7,9293.613914153948,9661.835590544468
294,8,15871.817539808702,10772.178055574786
294,9,12073.201940869234,8275.259933449091
294,10,10327.965874561409,9149.232029067662
294,11,13373.030661289358,9166.86723027081
295,0,12537.44785727679,9445.844687451297
295,1,15844.176801316535,8616.91484593984
295,2,13572.931690730058,7328.054205202539
295,3,8480.22253056803,9111.422733605072
295,4,12593.713678526316,7888.396220674158
295,5,12993.15823445569,9499.839288664436
295,6,11485.777209118813,9216.400699814469
295,7,16196.20471691017,8903.559818581147
295,8,13489.939473081566,11739.897063024542
295,9,15718.398495895099,10149.005920356773
295,10,15527.599223320884,9429.548962994986
295,11,13893.498240056853,9763.048606580905
296,0,15249.01396456723,7727.474026635648
296,1,13814.075301335673,10506.870833000732
296,2,18848.656172679905,8391.066753790472
296,3,13193.824014187569,9176.70353539563
296,4,10563.311349164092,10192.796196390967
296,5,14542.496623049403,10153.72217237049
296,6,5697.0899695743565,8993.592236345323
296,7,12913.52917260238,11276.755882655672
296,8,12781.708858029704,10147.878340204845
296,9,14039.775997730365,7811.2875148777375
296,10,8542.540841800128,11010.814708559521
296,11,12978.709517989988,9246.231751972948
297,0,12753.74359559188,9977.017508486355
297,1,11584.070342304245,8166.879727654738
297,2,10399.082756645175,8188.245570202861
297,3,11988.580386149228,9885.367119026598
297,4,13852.195609623275,11425.951603710404
297,5,16648.962950451634,8390.896356944051
297,6,13811.441160226106,10356.97333411925
297,7,13184.324542324226,8545.9175913814
297,8,13352.324184554735,9231.313058326983
297,9,9822.138564098525,10089.66316291548
297,10,14139.754168812802,8594.151225412246
297,11,14892.92795436404,8602.358431217743
298,0,8206.999197618205,9500.888463608337
298,1,11463.307928417868,10269.180725452989
298,2,10903.216436967014,9019.57356918851
298,3,11512.230150495927,10174.361248672503
298,4,14804.567613468307,10770.761089151372
298,5,12344.811902436562,9207.004850491885
298,6,14635.598902071923,9359.42897682072
298,7,19315.822875345508,10339.101060129222
298,8,10219.236074581226,10969.868458720903
298,9,9619.37682759776,12109.84324129973
298,10,15162.774758815567,10477.540418962664
298,11,14365.327072618222,9498.387354677063
299,0,6444.172913450101,7033.53770085473
299,1,12201.18438191229,8046.847640466336
299,2,12903.120753779558,8780.309041212244
299,3,8782.553437889059,7468.5317725452915
299,4,12105.115764815688,12021.125764995715
299,5,11784.172316669174,11121.183547015724
299,6,9966.500368615933,11941.692692322345
299,7,13867.92396032592,10393.484563109134
299,8,12714.589314365707,9770.795304533818
299,9,13769.117389200832,11371.247853640536
299,10,18365.980263132362,10767.256533460233
299,11,14955.26924186493,8780.418693268564
300,0,13144.581499758484,10072.725177325145
300,1,13181.748335905279,8186.7229688702555
300,2,12502.636811946852,8601.426482711495
300,3,9157.353360993733,10831.511255285015
300,4,10684.618012799636,9290.718757370887
300,5,9412.643813565359,10337.557079423816
300,6,15152.190571201474,11279.970693191877
300,7,16591.203382648167,8885.186343276682
300,8,13855.118067547117,9399.902640469658
300,9,15183.047058128295,8691.412958945548
300,10,13167.399247751498,8502.43690969046
300,11,14321.437839429953,9358.974603770366
301,0,11352.585710878922,11178.135268766198
301,1,10455.719737980453,12146.34794064099
301,2,14332.083078893513,10432.255124316915
301,3,9159.870790344543,8863.38134770712
301,4,12081.327475105543,8600.884462911372
301,5,13169.090734835005,10538.84355857996
301,6,17179.875720337703,12321.313223961357
301,7,14080.654890245623,10471.152864181644
301,8,19164.26613815831,8498.45212475105
301,9,16570.729577919854,11040.690238732324
301,10,16057.510428236104,10381.2370653617
301,11,12025.330273386022,7609.985082032686
302,0,10768.512331132933,9039.075859271219
302,1,10365.710309324906,8422.582548219922
302,2,15658.692704127969,10788.858371460246
302,3,13180.801785894051,10185.185324343656
302,4,12227.413101466978,10257.3686990218
302,5,16555.616718697805,10863.157515302024
302,6,10918.363159696226,9696.186766466448
302,7,13482.432426327048,9389.343732270472
302,8,14873.978880681623,9343.7205419808
